geneId,label,H100,H080,H050,H030,H020,H010,H007,H005,H003,H000_adapt,H005_adapt,H010_adapt,H020_adapt,H030_adapt,H040_adapt,H050_adapt,H060_adapt,H070_adapt,H080_adapt,H090_adapt,H095_adapt
WBGene00012087,0,1.0,1.0,1.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012088,0,0.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012089,0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0,7.0,9.0,8.0,8.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012091,0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,10.0,13.0,15.0,12.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012094,0,0.0,0.0,0.0,1.0,3.0,9.0,17.0,20.0,20.0,23.0,22.0,22.0,22.0,20.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
WBGene00012095,0,14.0,15.0,31.0,35.0,35.0,37.0,38.0,38.0,39.0,40.0,39.0,38.0,35.0,19.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00012096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012097,0,168.0,339.0,500.0,502.0,510.0,709.0,750.0,767.0,768.0,5001.0,5000.0,4988.0,4515.0,1963.0,623.0,36.0,10.0,2.0,0.0,0.0,0.0
WBGene00012098,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012101,0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00012102,0,10.0,10.0,12.0,15.0,17.0,50.0,54.0,62.0,66.0,67.0,66.0,60.0,34.0,10.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00012103,0,20.0,22.0,35.0,69.0,81.0,120.0,229.0,384.0,543.0,329.0,293.0,200.0,107.0,46.0,26.0,6.0,3.0,1.0,1.0,1.0,1.0
WBGene00012104,0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012105,0,2.0,2.0,14.0,29.0,33.0,40.0,40.0,41.0,44.0,46.0,44.0,44.0,28.0,8.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00012106,0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012107,0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012108,0,1.0,3.0,19.0,23.0,25.0,29.0,32.0,35.0,38.0,39.0,38.0,38.0,31.0,17.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012109,0,6.0,7.0,13.0,19.0,32.0,63.0,77.0,83.0,94.0,58.0,53.0,42.0,24.0,15.0,12.0,6.0,3.0,3.0,1.0,1.0,1.0
WBGene00012110,0,5.0,6.0,16.0,22.0,37.0,69.0,74.0,92.0,111.0,63.0,61.0,52.0,31.0,20.0,14.0,8.0,5.0,2.0,2.0,1.0,1.0
WBGene00012111,0,0.0,0.0,0.0,3.0,28.0,44.0,51.0,59.0,70.0,43.0,39.0,29.0,19.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012112,0,5.0,6.0,12.0,20.0,35.0,69.0,81.0,99.0,121.0,63.0,57.0,46.0,26.0,15.0,11.0,10.0,4.0,1.0,1.0,1.0,1.0
WBGene00012113,0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00012116,0,2.0,2.0,16.0,58.0,68.0,80.0,94.0,106.0,122.0,106.0,103.0,91.0,59.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012117,0,2.0,2.0,2.0,2.0,3.0,3.5,4.0,5.0,5.0,6.0,5.0,4.5,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00012119,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012120,0,1.0,2.0,2.0,5.0,6.0,7.0,7.0,8.0,9.0,15.0,14.0,13.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00012122,0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00012123,0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012124,0,2.0,2.0,59.0,725.0,1657.0,2230.0,2364.0,2443.0,2524.0,4614.0,4313.0,3628.0,2697.0,1917.0,1258.0,731.0,409.0,215.0,119.0,58.0,45.0
WBGene00012126,0,56.0,72.5,97.0,107.0,111.5,257.0,310.5,310.5,310.5,719.5,710.5,353.0,119.0,98.0,73.5,45.0,22.0,6.0,1.0,0.0,0.0
WBGene00012127,0,2.0,2.0,10.0,17.0,20.0,30.0,44.0,93.0,114.0,122.0,117.0,90.0,21.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012132,0,1.0,1.0,1.0,2.0,3.0,16.0,20.0,23.0,23.0,24.0,23.0,23.0,20.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00012134,0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,8.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00012135,0,10.0,10.0,14.0,15.0,16.0,35.0,47.0,53.0,62.0,64.0,63.0,60.0,14.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00012136,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00012137,0,1.0,1.0,5.0,28.0,62.0,81.0,91.0,103.0,111.0,88.0,87.0,79.0,44.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00012138,0,1.0,1.0,8.0,59.0,349.0,494.0,548.0,578.0,588.0,550.0,538.0,397.0,50.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00012139,0,1.0,1.5,2.5,2.5,3.5,3.5,3.5,3.5,3.5,4.5,3.5,3.5,2.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0
WBGene00012140,0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,7.0,9.0,8.0,8.0,8.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
WBGene00012141,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012142,0,1.0,1.0,1.0,5.0,9.0,57.0,96.0,131.0,183.0,222.0,220.0,217.0,37.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00012143,0,1.0,1.0,4.0,6.0,7.0,15.0,24.0,30.0,41.0,45.0,42.0,40.0,23.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00012144,0,6.0,15.0,22.0,32.0,86.0,94.0,95.0,96.0,96.0,98.0,96.0,95.0,31.0,22.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012147,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012149,0,12.0,12.0,39.0,158.0,278.0,327.0,334.0,336.0,336.0,337.0,336.0,336.0,288.0,50.0,12.0,5.0,2.0,2.0,2.0,1.0,1.0
WBGene00012150,0,1.0,1.0,1.0,2.0,2.0,4.0,11.0,24.0,54.0,73.0,72.0,43.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00012155,0,0.0,1.0,2.0,4.0,4.0,7.0,13.0,19.0,23.0,38.0,27.0,18.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012156,0,2.0,2.0,6.0,34.0,61.0,80.0,85.0,87.0,87.0,88.0,86.0,82.0,69.0,38.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00012157,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00012162,0,2.0,14.0,45.0,130.0,460.0,500.0,500.0,500.0,500.0,5001.0,4974.0,4464.0,550.0,42.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00012164,0,0.0,1.0,1.0,2.0,3.0,16.0,26.0,41.0,82.0,97.0,96.0,96.0,78.0,9.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00012165,0,1.0,1.0,23.0,47.0,62.0,73.0,77.0,83.0,92.0,98.0,93.0,86.0,53.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012167,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00012168,0,1.0,4.0,15.0,122.0,184.0,212.0,234.0,266.0,324.0,345.0,343.0,283.0,147.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00012169,0,5.0,5.0,15.0,191.0,474.0,506.0,507.0,507.0,507.0,5001.0,4968.0,4095.0,583.0,35.0,5.0,4.0,3.0,2.0,2.0,1.0,1.0
WBGene00012170,0,9.0,10.0,13.0,32.0,44.0,54.0,56.0,59.0,63.0,75.0,74.0,65.0,43.0,10.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0
WBGene00012171,0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,6.0,8.0,12.0,11.0,10.0,10.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012172,0,4.0,5.0,36.0,348.0,500.0,500.0,500.0,500.0,500.0,5001.0,4968.0,3522.0,101.0,7.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00012173,0,3.0,3.0,3.0,4.0,19.0,31.0,51.0,90.0,160.0,200.0,187.0,137.0,15.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0
WBGene00012174,0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
WBGene00012175,0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012176,0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00012177,0,2.0,2.0,33.0,114.0,500.0,501.0,501.0,501.0,501.0,5001.0,5000.0,4992.0,4923.0,192.0,14.0,2.0,1.0,1.0,0.0,0.0,0.0
WBGene00012178,0,2.0,2.0,2.0,2.0,2.0,11.0,14.0,16.0,19.0,21.0,20.0,20.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0
WBGene00012180,0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0
WBGene00012182,0,2.0,3.0,3.0,5.0,6.5,10.0,12.0,12.5,14.5,17.0,16.0,16.0,10.0,3.5,3.5,1.0,1.0,1.0,1.0,0.5,0.5
WBGene00012188,0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00012190,0,3.0,3.0,3.0,3.0,3.0,6.0,8.0,19.0,41.0,66.0,61.0,52.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0
WBGene00012192,0,4.0,5.0,35.0,44.0,69.0,127.0,161.0,166.0,169.0,173.0,171.0,167.0,89.0,34.0,14.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012193,0,2.0,2.0,4.0,24.0,36.0,45.0,45.0,46.0,46.0,47.0,46.0,45.0,44.0,32.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0
WBGene00012194,0,2.0,2.0,2.0,2.0,2.0,11.0,126.0,448.0,500.0,1130.0,622.0,10.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00012195,0,1.0,1.0,1.0,1.0,20.0,101.0,107.0,118.0,125.0,134.0,132.0,108.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012198,0,2.0,2.0,2.0,8.0,8.0,9.0,12.0,15.0,16.0,24.0,15.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00012199,0,16.0,16.0,16.0,21.0,22.0,44.0,71.0,90.0,120.0,53.0,48.0,41.0,30.0,25.0,16.0,9.0,8.0,5.0,1.0,1.0,1.0
WBGene00012200,0,16.0,16.0,16.0,21.0,24.0,52.0,78.0,97.0,128.0,56.0,52.0,46.0,31.0,24.0,15.0,9.0,8.0,7.0,3.0,2.0,1.0
WBGene00012202,0,2.0,2.0,5.0,69.0,271.0,501.0,501.0,501.0,502.0,814.0,813.0,700.0,186.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00012205,0,21.0,39.0,51.0,55.0,57.0,82.0,173.0,321.0,449.0,504.0,503.0,495.0,94.0,53.0,44.0,29.0,6.0,1.0,1.0,0.0,0.0
WBGene00012206,0,6.0,6.0,37.0,54.0,62.0,71.0,73.0,73.0,74.0,77.0,76.0,73.0,54.0,13.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0
WBGene00012209,0,2.0,2.0,2.0,2.0,2.0,7.0,11.0,14.0,30.0,42.0,39.0,21.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00012210,0,0.0,0.0,1.0,1.0,3.0,7.0,7.0,9.0,9.0,10.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012211,0,0.0,0.0,1.0,3.0,3.0,7.0,13.0,18.0,25.0,26.0,25.0,25.0,23.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0
WBGene00012212,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012213,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012214,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012215,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012216,0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0
WBGene00012219,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00012221,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012222,0,12.0,15.0,16.0,27.0,40.0,53.0,54.0,54.0,57.0,58.0,57.0,55.0,46.0,15.0,5.0,3.0,3.0,3.0,2.0,1.0,1.0
WBGene00012224,0,1.0,1.0,1.0,1.0,5.0,12.0,29.0,47.0,55.0,61.0,60.0,60.0,34.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00012225,0,21.0,22.0,25.0,86.0,169.0,186.0,206.0,235.0,258.0,266.0,258.0,213.0,135.0,23.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00012226,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00012227,0,0.0,4.0,13.0,26.0,33.0,39.0,40.0,42.0,46.0,46.0,44.0,33.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012229,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012231,0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,8.0,11.0,10.0,10.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012232,0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,8.0,10.0,9.0,9.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012233,0,0.0,0.0,0.0,2.0,16.0,43.0,89.0,132.0,183.0,201.0,189.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012237,0,0.0,0.0,26.0,32.0,33.0,42.0,43.0,44.0,44.0,45.0,44.0,40.0,31.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012238,0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,5.0,6.0,9.0,8.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012239,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,13.0,17.0,16.0,13.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00012240,0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,6.0,7.0,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012243,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00012246,0,0.0,0.0,1.0,1.0,2.0,6.0,15.0,27.0,49.0,70.0,69.0,63.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012247,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00012248,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012249,0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0
WBGene00012251,0,3.0,3.0,5.0,9.0,10.0,88.0,174.0,258.0,387.0,320.0,312.0,276.0,108.0,54.0,17.0,8.0,5.0,3.0,3.0,1.0,1.0
WBGene00012252,0,0.0,0.0,2.0,4.0,6.0,7.0,7.0,7.0,9.0,10.0,9.0,9.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012256,0,4.0,4.0,4.0,4.0,6.0,12.0,13.0,14.0,14.0,16.0,15.0,9.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0
WBGene00012257,0,4.0,4.0,7.0,7.0,10.0,14.0,16.0,19.0,21.0,23.0,22.0,21.0,6.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0
WBGene00012260,0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,6.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00012264,0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0
WBGene00012265,0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,10.0,12.0,7.0,6.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00012266,0,0.0,0.0,0.0,0.0,5.0,7.0,7.0,8.0,10.0,7.0,6.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012267,0,4.0,6.0,8.0,20.0,22.0,26.0,28.0,29.0,32.0,34.0,33.0,29.0,17.0,7.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0
WBGene00012268,0,5.0,6.0,8.0,20.0,25.0,27.0,32.0,34.0,34.0,34.0,33.0,33.0,22.0,8.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0
WBGene00012269,0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,11.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012271,0,10.0,11.0,11.0,37.0,58.0,83.0,120.0,173.0,248.0,137.0,88.0,69.0,33.0,22.0,17.0,13.0,6.0,5.0,3.0,2.0,2.0
WBGene00012272,0,3.0,3.0,3.0,3.0,4.0,31.0,62.0,101.0,169.0,159.0,46.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00012273,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012275,0,1.0,1.0,1.0,3.0,89.0,457.0,500.0,500.0,500.0,1465.0,1464.0,1242.0,575.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00012276,0,0.0,69.0,132.0,189.0,212.0,226.0,229.0,229.0,229.0,232.0,230.0,230.0,223.0,212.0,192.0,165.0,136.0,120.0,102.0,29.0,1.0
WBGene00012278,0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,10.0,10.0,12.0,11.0,11.0,10.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00012279,0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012280,0,7.0,10.0,18.0,37.0,53.0,56.0,59.0,60.0,63.0,89.0,88.0,67.0,50.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
WBGene00012281,0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00012283,0,1.0,1.0,6.0,12.0,17.0,19.0,21.0,24.0,31.0,36.0,35.0,34.0,24.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00012284,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012285,0,5.0,6.0,43.0,132.0,203.0,435.0,502.0,530.0,598.0,543.0,542.0,449.0,225.0,16.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00012287,0,6.0,9.0,10.0,15.0,26.0,38.0,43.0,46.0,56.0,61.0,60.0,58.0,42.0,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0
WBGene00012288,0,7.0,9.0,10.0,12.0,25.0,37.0,44.0,46.0,50.0,56.0,55.0,54.0,43.0,10.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
WBGene00012290,0,0.0,0.0,0.0,0.0,2.0,10.0,15.0,15.0,19.0,21.0,20.0,19.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012291,0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0
WBGene00012294,0,,,,,,,,,,,,,,,,,,,,,
WBGene00012295,0,1.0,1.0,3.0,19.0,48.0,63.0,111.0,163.0,248.0,277.0,276.0,276.0,263.0,31.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00012296,0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00012297,0,1.0,5.0,6.0,6.0,6.0,7.0,8.0,8.0,10.0,12.0,11.0,11.0,8.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012298,0,5.0,11.0,14.0,15.0,24.0,52.0,111.0,168.0,208.0,248.0,243.0,89.0,16.0,13.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012300,0,0.0,1.0,1.0,1.0,1.0,6.0,7.0,8.0,10.0,13.0,12.0,12.0,11.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012302,0,0.0,0.0,0.0,5.0,9.0,29.0,32.0,34.0,36.0,40.0,39.0,32.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012303,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012304,0,2.0,2.0,21.0,48.0,57.0,68.0,71.0,76.0,85.0,93.0,89.0,78.0,32.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00012305,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012307,0,2.0,3.0,17.0,205.0,502.0,503.0,504.0,507.0,507.0,5001.0,4966.0,4164.0,554.0,20.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00012308,0,17.0,19.0,25.0,50.0,72.0,93.0,106.0,116.0,133.0,156.0,153.0,109.0,42.0,17.0,15.0,9.0,2.0,2.0,1.0,1.0,1.0
WBGene00012309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012310,0,16.0,16.0,16.0,20.0,22.0,43.0,63.0,95.0,128.0,46.0,45.0,42.0,33.0,27.0,17.0,9.0,6.0,5.0,2.0,0.0,0.0
WBGene00012311,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012312,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00012314,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012315,0,2.0,3.0,5.0,10.0,11.0,11.0,11.0,11.0,12.0,13.0,12.0,11.0,11.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
